housing_median_age,total_rooms,median_income,total_bedrooms,Make,population,households,GenderMainOwner,median_house_value,Exposure ,Indicator
33,2918,439,1085,PEUGEOT,427,5.5208,Male,171300,1,1
31,1595,217,542,VAUXHALL,236,6.6112,Female,251600,1,0
30,3236,588,1167,FORD,569,4.0972,Female,181400,1,0
38,1451,315,786,HYUNDAI,340,2.3487,Female,101600,1,1
40,2966,536,1225,VAUXHALL,505,3.125,Male,130600,1,1
37,1655,393,841,AUSTIN,355,1.6932,Female,78400,1,1
43,1378,280,708,HYUNDAI,280,2.3542,Female,103900,1,1
36,1824,357,906,ROVER,356,2.9911,Male,96400,1,1
37,1902,413,955,VAUXHALL,384,3.1014,Female,96800,1,1
42,1468,281,571,FORD,271,3.3906,Male,124200,1,1
41,3364,685,1841,OTHER,626,2.1975,Female,73500,1,1
37,1704,361,902,ROVER,356,1.9837,Male,62300,1,1
36,2099,510,1845,FIAT,483,1.4138,Female,52500,1,1
43,3215,725,2400,FORD,625,1.4625,Male,54400,1,1
44,543,146,506,PEUGEOT,125,1.3646,Female,65400,1,1
18,700,169,260,ROVER,128,2.9219,Female,152900,1,1
32,2364,439,1331,FIAT,449,3.319,Female,84500,1,1
30,1715,271,842,FORD,263,3.0313,Male,87900,1,1
29,2049,330,787,HONDA,309,3.7414,Female,98500,1,1
30,3166,607,1857,MAZDA,579,3.1768,Male,79500,1,1
34,2815,479,1075,RENAULT,471,3.9792,Female,164800,1,1
31,3089,585,1366,TOYOTA,561,4.2885,Female,160300,1,1
30,3377,623,1289,VOLKSWAGEN,594,3.5737,Male,171200,1,1
23,6876,1456,2942,FIAT,1386,3.0963,Female,156900,1,1
21,4426,790,1856,FORD,761,4.1,Female,158300,1,1
25,4719,745,1857,HONDA,739,5.0371,Female,180200,1,0
14,5490,851,2415,RENAULT,837,6.5253,Female,216800,1,0
9,4868,738,2036,ROVER,750,5.7621,Female,204600,1,0
15,6093,1051,2415,OTHER,997,4.2075,Male,183600,1,0
17,8482,1590,3362,VOLVO,1513,4.2216,Male,217900,1,0
17,3087,477,1365,FIAT,495,6.4667,Female,216800,1,0
20,6132,1324,2595,FORD,1174,3.1607,Female,178900,1,1
19,4900,805,2519,NISSAN,855,4.8497,Male,184400,1,0
5,27870,5027,11935,ROVER,4855,4.8811,Male,212200,1,0
5,3344,800,1341,FIAT,670,3.6196,Male,152800,1,1
6,9104,1535,3759,FORD,1481,5.1442,Female,174500,1,1
34,2561,497,1583,HONDA,530,3.1583,Male,95800,1,1
24,979,201,723,RENAULT,205,2.5926,Female,72300,1,1
23,2679,792,1740,ROVER,659,1.3679,Male,70300,1,1
26,1557,301,986,FIAT,300,2.6613,Female,77700,1,1
29,3606,690,2317,FORD,696,2.7368,Female,78200,1,1
32,4013,725,2032,JAGUAR,675,3.3689,Male,83400,1,1
26,3165,806,2447,ROVER,752,1.5908,Female,78600,1,1
26,4629,832,2902,VOLKSWAGEN,816,2.735,Female,74600,1,1
17,3595,790,2760,RENAULT,770,2.3233,Male,78800,1,1
25,2969,551,1745,AUDI,487,2.6382,Male,76200,1,1
26,6121,1185,4224,HYUNDAI,1105,2.3496,Female,68000,1,1
24,2359,462,2048,PROTON,476,3.2702,Female,67300,1,1
38,1865,384,1052,RENAULT,354,1.7891,Male,60500,1,1
38,1746,388,1142,VAUXHALL,315,1.7714,Male,69900,1,1
34,1893,415,884,VOLVO,395,2.1679,Male,75400,1,1
34,1717,354,848,CITROEN,306,2.4741,Female,87000,1,1
39,1453,324,843,FIAT,281,1.7692,Female,63900,1,1
37,2745,588,1607,FORD,556,1.8007,Female,65400,1,1
36,1825,411,1226,MAZDA,391,1.5292,Female,55700,1,1
26,2177,638,1971,TVR,560,1.2575,Female,66800,1,1
18,2123,606,1576,VOLKSWAGEN,599,1.5735,Female,110000,1,1
25,3033,665,1559,BMW,627,2.7101,Male,99500,1,1
17,1895,424,620,FORD,417,1.7188,Female,137500,1,1
52,20,4,74,HYUNDAI,9,3.625,Male,80000,1,1
42,2316,515,1597,PEUGEOT,522,1.8205,Male,60400,1,1
36,3446,950,2460,ROVER,847,1.6521,Female,69700,1,1
29,4221,901,2294,SUZUKI,850,2.2245,Female,75900,1,1
37,1705,325,827,TOYOTA,326,2.6288,Male,71200,1,1
37,1477,321,888,VOLKSWAGEN,312,2.5592,Female,70300,1,1
29,3873,797,2237,VOLVO,706,2.1736,Female,72100,1,1
32,2437,592,1596,BMW,557,1.68,Male,84100,1,1
34,1279,285,963,FIAT,268,2.71,Male,65600,1,1
27,7212,1606,4828,FORD,1549,2.214,Female,82400,1,1
27,2527,439,1089,LANDROVER,415,4.088,Male,96800,1,1
20,2033,586,1281,ROVER,521,1.4007,Female,97500,1,1
15,7901,1422,4769,SKODA,1418,2.8139,Female,90400,1,1
24,7740,1539,4333,VAUXHALL,1397,3.025,Male,87900,1,1
15,10211,1995,5656,CITROEN,1752,2.575,Female,107900,1,1
34,3573,662,1540,LANDROVER,620,3.5323,Male,109800,1,1
31,4297,788,2083,SAAB,771,3.3878,Male,109300,1,1
28,2780,510,1638,VOLKSWAGEN,533,2.9571,Male,103100,1,1
12,4602,930,2299,CITROEN,860,3.0625,Male,90500,1,1
12,4929,1010,2621,HONDA,870,2.7262,Male,109800,1,1
24,1766,340,1028,VOLVO,372,3.5402,Female,98700,1,1
8,3593,659,1710,JAGUAR,530,3.5227,Male,93100,1,1
17,13180,2444,7235,CITROEN,2335,3.363,Male,103000,1,1
13,7880,1992,4749,DAEWOO,1882,1.9657,Male,116000,1,1
12,7290,1283,3960,FORD,1248,3.5968,Female,106300,1,1
11,8537,1643,4224,FORD,1648,2.9647,Female,108900,1,1
19,1808,375,758,MAZDA,320,2.0062,Male,92000,1,1
21,2066,748,2548,RENAULT,734,1.3571,Male,55000,1,1
19,8507,1470,3517,SUBARU,1453,4.3644,Female,137400,1,1
23,2790,430,1407,VOLVO,460,4.3288,Male,133700,1,1
26,1532,264,781,FIAT,285,4.6944,Female,130900,1,1
25,2171,431,1053,FORD,422,3.5278,Male,126200,1,1
18,1734,467,783,HONDA,447,1.9044,Female,154300,1,1
26,2697,398,1088,MAZDA,389,5,Male,142500,1,1
14,2534,705,1495,PEUGEOT,583,1.9167,Male,156300,1,1
19,2497,494,748,PROTON,442,2.925,Female,142400,1,1
38,152,30,65,ROVER,35,0.9274,Female,67500,1,1
43,987,240,1253,VOLKSWAGEN,237,0.9204,Female,82100,1,1
43,88,21,119,VOLVO,19,1.725,Female,67500,1,1
16,2987,864,1240,BMW,755,2.8231,Male,137500,1,1
17,7228,1369,2455,FORD,1365,5.1385,Female,179500,1,1
22,4899,847,1701,LANDROVER,826,5.2449,Male,387000,1,0
33,2648,357,863,RENAULT,359,8.4016,Male,338700,1,0
25,2022,295,639,ROVER,278,5.8416,Male,297600,1,0
16,4429,1124,1538,VOLKSWAGEN,960,3.2443,Female,190700,1,0
22,2623,357,838,VOLVO,368,7.143,Male,327800,1,0
23,3713,1078,2194,Unknown,1018,1.7451,Female,89600,1,1
35,1166,193,574,FIAT,190,2.2452,Female,102800,1,1
36,1327,209,613,FORD,230,3.8672,Female,111400,1,1
33,2289,576,1100,HYUNDAI,503,2.1694,Female,95700,1,1
34,172,38,149,ROVER,55,2.6442,Male,55000,1,1
36,3099,605,1322,VAUXHALL,623,3.4784,Male,105500,1,1
16,5407,1467,2523,VOLKSWAGEN,1265,2.0471,Female,104200,1,1
18,5527,1446,2883,VOLVO,1305,2.6485,Male,114500,1,1
17,12355,3630,5692,CITROEN,3073,2.5245,Male,99100,1,1
18,6955,1882,2803,FORD,1740,3.089,Female,141400,1,1
36,2396,536,1225,JAGUAR,515,2.9559,Female,136600,1,1
22,5773,1320,2607,NISSAN,1250,2.5238,Male,118800,1,1
37,1994,347,782,ROVER,355,4.1488,Female,136400,1,1
36,1239,237,764,VAUXHALL,222,3.0156,Male,103000,1,1
33,2091,468,1053,VOLVO,470,2.2264,Male,108100,1,1
34,1151,234,563,CITROEN,251,2.8,Male,113600,1,1
25,2228,534,1130,FORD,481,2.5363,Male,124600,1,1
18,2614,624,1181,LOTUS,616,2.0432,Male,156800,1,1
36,2253,434,1018,ROVER,426,3.2596,Female,98700,1,1
36,2019,369,878,DAEWOO,356,2.8462,Female,93400,1,1
41,2577,365,913,VAUXHALL,339,6.3406,Female,448300,1,0
35,3137,544,1312,FORD,549,3.788,Female,136800,1,1
36,1119,144,414,HYUNDAI,150,5.8336,Female,283300,1,0
36,1249,159,362,HONDA,143,6.8469,Male,446400,1,0
34,2888,496,1168,FIAT,479,3.6053,Male,148600,1,1
36,2523,401,927,FIAT,398,3.5179,Male,207800,1,0
37,2839,390,1006,HONDA,400,7.3343,Male,280400,1,0
38,2968,475,1176,MAZDA,454,5.0497,Female,191700,1,0
38,1839,287,685,ROVER,276,4.5313,Male,189400,1,0
36,2388,369,838,VAUXHALL,356,4.775,Male,194100,1,0
27,3900,776,1549,VOLVO,761,2.7788,Male,115700,1,1
27,4314,611,1662,FORD,575,5.0997,Male,170100,1,1
35,1930,328,805,FORD,338,4.4643,Male,133000,1,1
36,1275,227,530,HONDA,245,3.875,Female,133600,1,1
35,2355,365,993,MAZDA,354,5.0492,Female,144100,1,1
29,1285,193,460,ROVER,206,5.3243,Male,265700,1,0
32,3303,480,1185,VOLVO,436,5.0508,Female,225700,1,0
25,3196,406,978,VOLVO,419,8.4699,Male,344000,1,0
20,2992,378,1105,BMW,368,8.6572,Male,320200,1,0
18,1631,228,599,FORD,228,7.8031,Male,267200,1,0
23,2912,421,1132,LEXUS,410,5.9174,Female,225900,1,0
22,3273,480,1151,NISSAN,463,8.05,Female,380000,1,0
24,6540,1008,2667,RENAULT,1031,5.5632,Female,175200,1,1
28,6119,985,2631,TOYOTA,934,4.875,Male,146400,1,1
28,4175,796,2032,VOLVO,830,3.4299,Male,164000,1,1
25,4916,1243,2140,ALFA ROMEO,1136,2.5511,Male,134100,1,1
37,2191,394,951,FORD,362,3.8882,Male,159500,1,1
34,2447,503,1077,JAGUAR,456,3.058,Male,133000,1,1
30,2619,370,940,PROTON,359,4.7283,Male,164500,1,1
36,322,48,133,ROVER,59,4.6111,Male,139300,1,1
19,4563,1069,2256,VAUXHALL,926,2.1472,Female,143400,1,1
32,3658,797,1452,VAUXHALL,715,2.6623,Male,120700,1,1
37,494,86,253,VOLVO,99,4.8194,Male,141100,1,1
30,5996,1018,2532,CITROEN,1049,4.6127,Male,151800,1,1
27,1743,380,697,MG,368,1.6678,Male,166100,1,1
34,2352,610,1127,ROVER,592,2.2,Female,116500,1,1
41,774,144,356,VAUXHALL,150,3.5625,Female,115300,1,1
43,1077,199,447,VOLVO,182,3.0139,Male,115600,1,1
42,945,193,460,FIAT,193,3.7569,Male,127100,1,1
39,823,146,329,PORSCHE,144,3.0833,Male,114100,1,1
27,2375,537,863,VAUXHALL,452,3.0086,Male,126900,1,1
30,2930,739,1661,FIAT,668,2.7813,Male,118900,1,1
34,1226,180,359,VOLVO,167,3.8068,Male,150400,1,1
35,2024,359,786,FIAT,364,2.4632,Female,156900,1,1
27,5693,1487,2334,FORD,1387,2.2844,Male,170500,1,1
45,2696,624,1059,HYUNDAI,582,1.8176,Female,160900,1,1
30,3626,834,1577,JAGUAR,806,2.517,Male,130400,1,1
31,1540,452,1079,PORSCHE,444,1.8571,Female,98700,1,1
28,3671,886,1733,VOLVO,820,2.2292,Female,113200,1,1
33,3512,825,1515,Unknown,782,1.9908,Female,118800,1,1
21,3260,763,1735,CITROEN,736,2.5162,Male,97500,1,1
33,3171,832,1591,FIAT,695,2.0786,Female,88600,1,1
34,1126,256,589,FIAT,243,2.1776,Male,84400,1,1
40,1134,252,675,FIAT,249,1.3696,Male,65200,1,1
41,1087,272,462,FORD,219,2.0224,Male,64900,1,1
42,1385,273,740,FORD,274,2.6055,Female,78000,1,1
43,1009,225,604,HONDA,218,1.6641,Female,67000,1,1
42,2217,536,1203,LANDROVER,507,1.9412,Male,73100,1,1
36,1765,438,1008,MERCEDES,382,2.0639,Male,73000,1,1
41,1404,313,765,ROVER,330,1.8792,Male,63300,1,1
41,1578,317,897,VAUXHALL,333,2.3214,Male,66800,1,1
38,1384,287,682,VOLVO,280,1.9167,Male,64400,1,1
42,1720,382,1069,VOLVO,362,1.8611,Female,60500,1,1
44,1728,367,1042,FIAT,349,1.6033,Male,58500,1,1
21,2274,495,1157,FORD,445,2.098,Female,49800,1,1
18,909,198,661,HONDA,176,3.1696,Male,77400,1,1
34,2010,411,1501,LANDROVER,422,2.0417,Male,65900,1,1
18,1756,442,837,RENAULT,320,1.125,Male,70500,1,1
25,1678,367,971,VAUXHALL,307,1.0398,Female,62100,1,1
28,1219,240,559,VAUXHALL,212,3.8295,Female,122200,1,1
38,1673,399,1116,VOLVO,382,1.3302,Female,62200,1,1
33,1077,271,753,FIAT,236,1.3462,Female,55900,1,1
38,1402,370,970,FORD,382,1.6343,Male,71000,1,1
37,1607,385,972,FORD,354,1.9107,Male,64700,1,1
37,3009,733,1513,HYUNDAI,588,1.4387,Female,61000,1,1
5,2680,502,1885,ROVER,498,2.6369,Male,110000,1,1
8,3746,767,2161,VAUXHALL,744,3.2039,Female,103400,1,1
14,3167,551,1787,VOLVO,533,3.8125,Male,92600,1,1
23,1481,343,1079,ALFA ROMEO,315,1.867,Male,60600,1,1
20,1517,323,1287,FORD,328,1.6607,Male,67000,1,1
26,3185,658,2444,FORD,626,1.56,Male,67600,1,1
28,1246,295,884,MAZDA,258,1.4397,Male,51700,1,1
37,1534,315,1147,ROVER,322,2.5643,Female,59800,1,1
38,2419,605,1696,VOLVO,503,1.4861,Female,63100,1,1
32,2436,612,1509,FIAT,618,1.0424,Female,81400,1,1
43,705,178,464,FORD,159,2.4205,Female,60900,1,1
35,3326,696,2511,RENAULT,649,1.9871,Female,60900,1,1
33,1591,466,1000,VOLVO,418,1.0467,Female,70100,1,1
44,2324,413,823,MAZDA,375,4.6625,Female,158900,1,1
46,1758,511,1094,Unknown,484,1.0685,Male,70000,1,1
43,1111,269,613,Unknown,290,1.2917,Male,66300,1,1
29,1978,538,823,BMW,490,1.9688,Male,135600,1,1
34,438,116,263,FIAT,100,0.9379,Male,67500,1,1
29,2197,520,1374,FORD,483,2.1889,Male,69300,1,1
31,1072,279,781,FORD,281,1.6563,Female,65800,1,1
35,1372,360,850,FORD,328,1.6331,Male,67500,1,1
17,1269,233,494,FORD,231,3.9615,Female,331300,1,0
5,8149,1913,2933,HONDA,1616,3.6788,Male,178800,1,1
6,12197,2617,5634,LANDROVER,2329,3.7449,Male,129300,1,1
8,16679,3457,7919,MAZDA,3329,3.7188,Male,134500,1,1
5,1395,373,638,MERCEDES,322,2.6745,Male,225000,1,0
6,693,143,276,MG,151,3.1944,Male,117000,1,1
8,15309,2996,7463,PROTON,2885,3.9143,Male,129700,1,1
6,4391,974,1982,SKODA,914,3.4291,Male,105300,1,1
23,7709,1279,4147,VAUXHALL,1262,3.8272,Female,96600,1,1
18,1511,315,1062,VAUXHALL,304,2.3438,Female,89400,1,1
28,800,149,450,VAUXHALL,158,2.1029,Female,108600,1,1
32,541,82,229,FIAT,98,8.0379,Male,383300,1,0
10,3054,528,1932,FIAT,510,3.0903,Female,91900,1,1
25,1287,224,727,FORD,236,4.7396,Female,135500,1,1
26,1708,299,911,FORD,290,4.0227,Male,99800,1,1
25,2336,406,1172,JAGUAR,408,3.5129,Female,101200,1,1
10,2562,460,1478,OTHER,433,4.0625,Female,96200,1,1
24,2159,369,1141,MG,355,3.9853,Male,90400,1,1
32,965,183,568,SKODA,188,3.8611,Male,93900,1,1
28,927,165,542,VAUXHALL,148,2.5,Female,96200,1,1
19,2476,534,1355,Unknown,463,2.0625,Male,94400,1,1
32,2118,345,1019,FIAT,338,3.725,Male,112200,1,1
28,1601,308,848,FORD,305,3.6429,Male,105200,1,1
24,3124,556,1512,FORD,555,3.1942,Male,94900,1,1
32,2962,526,1542,HYUNDAI,521,2.2243,Female,89200,1,1
35,1299,254,705,MG,245,2.8333,Male,103000,1,1
19,946,182,474,PROTON,173,5.0155,Male,97300,1,1
11,3335,658,1963,SEAT,622,3.3125,Female,96800,1,1
31,1007,181,563,TOYOTA,185,3.625,Male,91300,1,1
35,1814,367,1076,VAUXHALL,372,2.7179,Female,81100,1,1
3,3438,603,1602,AUDI,554,3.9914,Female,120500,1,1
50,880,150,1148,FIAT,148,2.5062,Male,112500,1,1
29,2103,380,1124,FIAT,387,3.0833,Male,87000,1,1
34,1086,187,663,FORD,190,3.3074,Female,84200,1,1
35,1643,298,831,HONDA,305,4.0673,Female,84200,1,1
36,1775,296,937,NISSAN,305,3.1786,Female,83400,1,1
35,1851,327,1007,ROVER,286,3.2361,Male,84000,1,1
35,2943,554,1460,ROVER,510,2.6713,Male,84400,1,1
38,300,47,154,VAUXHALL,51,4.0909,Male,108300,1,1
35,1093,192,590,VAUXHALL,190,2.7009,Female,80200,1,1
29,3757,646,2022,Unknown,611,3.5429,Male,88200,1,1
35,1620,276,939,FIAT,277,2.5542,Female,72900,1,1
35,1565,290,861,FIAT,277,2.4844,Female,77000,1,1
40,67,17,50,FORD,32,1.7596,Female,93800,1,1
36,1354,258,771,FORD,267,2.2723,Male,78800,1,1
36,1786,338,974,FORD,319,2.555,Male,72700,1,1
37,2176,460,1067,HYUNDAI,357,2.3958,Female,78400,1,1
38,1001,228,597,MAZDA,226,2.2788,Male,73400,1,1
35,562,174,240,PORSCHE,106,0.9338,Male,112500,1,1
18,3938,649,1861,ROVER,606,3.6484,Male,95000,1,1
25,3919,764,2203,SEAT,783,2.2402,Female,89500,1,1
30,2897,506,1508,TOYOTA,478,3.865,Male,88400,1,1
26,2230,410,1155,VAUXHALL,377,3.4911,Female,88200,1,1
16,2686,516,1553,FIAT,529,3.7857,Female,112700,1,1
17,1968,364,996,FORD,331,3.7031,Female,114300,1,1
20,7085,1222,3455,HONDA,1229,4.3118,Female,120000,1,1
18,7923,1558,3789,LEXUS,1473,3.5403,Male,98600,1,1
2,21897,3513,8652,MG,2873,4.5432,Male,151300,1,1
7,4842,935,2857,SKODA,907,3.9318,Male,133000,1,1
15,4680,758,2626,VAUXHALL,729,3.8355,Male,107000,1,1
13,6850,1400,4251,FORD,1421,3.6989,Male,93300,1,1
5,14414,2979,7608,VAUXHALL,2832,3.5802,Female,129600,1,1
17,2770,684,1471,BMW,624,2.3683,Female,82500,1,1
5,5819,1507,3237,FIAT,1356,2.2339,Male,116600,1,1
9,3184,779,1929,FORD,769,2.3844,Male,86000,1,1
22,2878,599,1362,FORD,541,2.7955,Female,96500,1,1
17,4866,1056,2371,HYUNDAI,1030,2.4574,Male,103300,1,1
17,3778,939,2393,HYUNDAI,862,1.8972,Male,100500,1,1
34,825,173,355,HYUNDAI,130,3.1858,Female,109500,1,1
33,1503,282,652,MG,229,3.6937,Female,99300,1,1
28,3379,552,1543,NISSAN,556,4.2743,Male,124000,1,1
34,1503,264,731,SUBARU,285,4.0352,Female,118500,1,1
35,643,117,331,TOYOTA,134,3.0417,Male,120700,1,1
16,3154,860,1837,VAUXHALL,793,1.9805,Female,92900,1,1
8,3322,805,1694,VOLKSWAGEN,774,2.7011,Female,130700,1,1
17,1149,257,583,Unknown,243,2.8092,Female,137500,1,1
18,4164,963,2032,BMW,898,2.119,Female,133100,1,1
24,3313,769,1631,FORD,681,2.5556,Female,105700,1,1
14,756,141,424,FORD,155,3.6953,Male,116100,1,1
27,1672,299,757,FORD,282,3.6786,Male,159700,1,1
20,2498,546,1185,FORD,506,3.2243,Male,107900,1,1
15,4371,908,1842,FORD,818,2.7797,Male,105500,1,1
23,2446,523,1132,HYUNDAI,513,2.6266,Male,198500,1,0
27,1595,246,610,MAZDA,253,4.6,Male,199000,1,0
24,3533,741,1496,PROTON,723,2.8106,Male,183200,1,0
12,2772,578,1335,PROTON,565,3.8068,Female,161000,1,1
27,2203,493,1158,TOYOTA,492,2.4342,Male,119500,1,1
17,2761,501,1128,VAUXHALL,482,3.7562,Male,139700,1,1
13,3033,540,1363,VOLVO,519,4.0036,Female,161700,1,1
23,1947,409,866,CITROEN,400,2.7181,Male,156800,1,1
19,1853,415,772,FIAT,397,2.2574,Female,135800,1,1
20,4021,864,1658,FIAT,730,2.4537,Female,153000,1,1
22,1778,408,875,FORD,375,2.6023,Female,142200,1,1
11,1716,404,722,FORD,415,2.0926,Female,166100,1,1
21,2453,518,1326,OTHER,505,2.7079,Female,148000,1,1
20,5801,1148,2586,MAZDA,1063,3.9063,Female,162100,1,1
25,4260,607,1635,RENAULT,640,6.2817,Male,288200,1,0
24,2868,527,1284,ROVER,487,3.3182,Male,213000,1,0
31,1817,372,992,VAUXHALL,339,3.0972,Female,150000,1,1
20,7003,1409,3107,Unknown,1315,3.0348,Female,150500,1,1
31,3114,430,1121,CITROEN,456,6.244,Male,240000,1,0
29,2430,448,1087,FORD,394,3.0864,Male,177900,1,1
33,898,190,470,HONDA,201,2.6897,Male,148300,1,1
22,3902,845,1870,JAGUAR,763,2.774,Male,190200,1,0
17,992,151,316,MG,159,6.6238,Female,326700,1,0
20,5001,830,2330,RENAULT,830,4.0833,Female,160000,1,1
19,5407,838,1927,ROVER,804,4.6302,Female,195400,1,0
19,8501,1558,3576,VOLKSWAGEN,1467,3.6523,Male,158500,1,1
27,1713,282,761,VOLVO,295,5.2081,Female,136400,1,1
26,1604,245,751,CITROEN,267,4.7381,Male,140500,1,1
26,1149,193,500,FORD,194,5.078,Female,163400,1,1
21,1276,208,501,FORD,205,3.95,Female,143600,1,1
23,2628,499,1210,HONDA,453,3.0952,Male,157700,1,1
21,2759,409,1053,MERCEDES,374,5.5,Male,165700,1,1
21,3824,634,1818,PROTON,600,3.712,Female,139000,1,1
28,3391,550,1546,ROVER,553,4.2188,Male,139200,1,1
26,3192,447,1132,VAUXHALL,418,4.5278,Female,144300,1,1
36,1665,293,846,VOLVO,306,3.5852,Female,121600,1,1
15,6940,1019,2829,BMW,990,5.4889,Female,232300,1,0
14,3443,510,1413,FORD,505,5.6529,Male,196000,1,0
13,4491,689,1657,PROTON,667,5.259,Female,249400,1,0
19,2926,476,1349,VAUXHALL,480,4.6437,Male,212900,1,0
19,3243,546,1334,VOLKSWAGEN,515,4.8088,Male,169500,1,1
14,3335,440,1329,VOLVO,429,6.2082,Male,250300,1,0
17,7741,1401,3153,HYUNDAI,1331,3.7869,Female,216100,1,0
26,3670,556,1616,VOLVO,550,5.02,Female,169600,1,1
19,3170,444,1344,BMW,452,6.1183,Male,221600,1,0
19,1891,266,678,FORD,255,6.1872,Female,188700,1,0
15,2642,520,1032,HONDA,475,4.1382,Male,189800,1,0
21,2764,363,902,HYUNDAI,360,5.6864,Female,258700,1,0
17,2655,421,991,MG,384,4.6484,Male,270600,1,0
25,2787,601,1247,ROVER,522,2.9016,Female,159800,1,1
22,1597,280,657,VOLVO,273,4.3098,Male,213500,1,0
40,1098,175,415,ALFA ROMEO,160,4.8375,Male,217400,1,0
33,1984,289,842,FORD,276,5.2949,Female,173300,1,1
27,2744,464,1340,HONDA,452,3.8816,Female,147300,1,1
24,3459,573,1336,JAGUAR,544,4.8661,Male,186200,1,0
36,120,16,30,NISSAN,14,10.2264,Male,350000,1,0
19,3574,669,1373,OTHER,643,3.6298,Male,242100,1,0
8,4053,912,2033,VAUXHALL,897,2.8973,Male,117100,1,1
14,5827,1246,2578,VOLKSWAGEN,1038,3.0212,Male,112900,1,1
35,3095,594,1550,Unknown,576,3.575,Male,113500,1,1
15,5828,1051,2868,FIAT,1037,3.7813,Female,143200,1,1
14,11442,2690,6068,FORD,2435,2.6016,Male,121200,1,1
18,7334,1332,3339,HONDA,1271,3.235,Female,124700,1,1
21,6575,1105,3358,OTHER,1098,4.0739,Male,115400,1,1
11,13796,2372,6000,PEUGEOT,2250,3.8776,Female,124500,1,1
13,5826,1411,2244,VOLKSWAGEN,1219,1.9093,Male,142900,1,1
17,5434,1106,2755,FIAT,1047,2.8226,Male,99900,1,1
32,1875,361,1027,FORD,343,3.5769,Male,103800,1,1
15,2514,482,1166,MAZDA,503,2.2813,Male,131900,1,1
11,2306,420,1308,PROTON,418,3.9506,Female,122200,1,1
14,4594,774,2474,VAUXHALL,782,4.5245,Female,127500,1,1
18,3998,744,2071,VOLVO,660,4.3836,Female,102000,1,1
17,3214,551,1879,Unknown,562,4.3643,Male,124900,1,1
16,2966,578,1365,FORD,480,3.2444,Male,118400,1,1
16,3592,642,1740,FORD,629,3.0703,Female,126000,1,1
15,2226,421,1004,OTHER,417,2.7868,Male,117800,1,1
15,3137,509,1635,RENAULT,544,4.6923,Male,122700,1,1
25,1252,207,587,TOYOTA,217,3.5893,Male,146400,1,1
10,3908,890,1898,VAUXHALL,798,2.8426,Female,130600,1,1
21,3455,706,1605,VOLVO,704,3.1382,Male,91600,1,1
26,1387,226,807,FIAT,244,4.1563,Male,135700,1,1
17,2683,704,1410,FORD,659,1.962,Male,130200,1,1
17,2767,584,1275,RENAULT,568,2.5909,Female,125400,1,1
27,1998,353,970,VAUXHALL,343,4.8224,Female,115500,1,1
31,2532,479,1396,FORD,467,4.0417,Male,114500,1,1
12,5098,1094,2029,TOYOTA,1065,3.5444,Male,132500,1,1
13,2135,429,779,VAUXHALL,432,3.6995,Female,134900,1,1
16,5179,1271,2181,HYUNDAI,1151,2.1009,Female,82500,1,1
22,1194,207,545,FORD,223,3.8603,Female,134300,1,1
15,4018,850,2070,LANDROVER,814,3.0733,Male,119800,1,1
19,2655,438,1253,FORD,454,5.2817,Female,140600,1,1
20,1234,208,649,FORD,211,4.8523,Female,143000,1,1
32,2915,492,1292,VOLKSWAGEN,454,3.3188,Male,117100,1,1
23,2145,340,1022,FIAT,349,4.2037,Female,125400,1,1
16,3747,586,1817,FORD,590,4.6488,Male,145300,1,1
16,3389,597,1674,RENAULT,568,4.4489,Male,145600,1,1
4,3080,827,1195,BMW,683,2.7477,Female,133000,1,1
13,3243,488,1585,PROTON,480,5.7133,Male,166800,1,1
16,3262,533,1794,VOLVO,543,4.2464,Female,144400,1,1
17,3917,638,1809,FORD,564,5.2586,Male,137000,1,1
17,3050,481,1490,NISSAN,489,4.5562,Female,134500,1,1
24,1014,185,606,TOYOTA,194,4.1607,Male,112800,1,1
20,1402,236,676,MAZDA,236,3.7426,Female,135500,1,1
15,1497,243,730,VAUXHALL,242,4.9688,Female,135600,1,1
13,4256,619,1948,FORD,622,5.2051,Male,167400,1,1
13,503,70,267,FORD,77,6.1943,Female,276100,1,0
14,6155,1034,2407,FORD,941,4.2262,Male,244300,1,0
18,1830,313,905,FORD,361,4.2273,Male,141800,1,1
16,3185,886,1550,HYUNDAI,802,2.5199,Female,149000,1,1
8,1145,241,447,ROVER,216,4.0781,Female,124300,1,1
15,2116,524,866,VAUXHALL,519,2.7388,Female,111600,1,1
15,1701,346,723,BMW,352,3.8906,Male,128700,1,1
16,3467,615,1478,FORD,601,3.75,Male,147300,1,1
23,1727,264,833,MAZDA,258,5.4797,Male,160000,1,1
29,1087,174,430,TOYOTA,174,4.3625,Male,158800,1,1
20,1881,378,921,BMW,360,1.8589,Male,144000,1,1
20,1992,363,889,FORD,346,3.6516,Male,130500,1,1
15,6838,941,3166,FORD,926,5.2177,Female,162700,1,1
16,4082,666,1912,JAGUAR,652,4.4609,Male,142900,1,1
14,3713,637,1845,RENAULT,635,4.3009,Male,143400,1,1
9,7812,1348,3275,VAUXHALL,1178,4.3826,Male,146600,1,1
5,7138,1227,2623,VOLVO,1139,5.6902,Male,243200,1,0
11,4415,723,1520,FORD,627,3.2321,Male,390800,1,0
7,7104,970,2772,FORD,920,6.3528,Female,274500,1,0
28,2970,471,1379,RENAULT,463,4.3214,Male,131700,1,1
